no,co,s,l,r,b,le,sa,t,ra,si
18.S997,18,['l'],"[[[[13, 3], [73, 3]], '4-149']]",[],[],G,,['SP'],6.7,30
18.THG,18,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
18.THU,18,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
18.UR,18,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
2,2,['l'],"[[[[45, 3]], '5-217']]",[],[],U,,['SP'],0,0
2.001,2,"['b', 'l']","[[[[6, 2], [66, 2], [126, 2]], '3-333']]",[],"[[[[99, 3]], '1-136'], [[[102, 3]], '1-136'], [[[92, 3]], '1-136'], [[[95, 3]], '1-371']]",U,,"['FA', 'SP']",5.7,100.6
2.002,2,['l'],"[[[[6, 3], [66, 3]], '3-270']]",[],[],U,,['SP'],6,84
2.003,2,"['r', 'l']","[[[[3, 3], [63, 3]], '3-270']]","[[[[104, 2]], '5-217'], [[[102, 2]], '5-217'], [[[100, 2]], '5-217']]",[],U,1.053,"['FA', 'SP']",5.3,92.2
2.004,2,"['b', 'l']","[[[[3, 3], [63, 3], [124, 2]], '1-190']]",[],"[[[[14, 4]], '3-062A'], [[[10, 4]], '3-062A'], [[[40, 4]], '3-062A'], [[[44, 4]], '3-062A']]",U,,"['FA', 'SP']",4.8,54.2
2.005,2,"['r', 'l']","[[[[32, 4], [92, 4]], '1-190']]","[[[[124, 2]], '1-150'], [[[130, 2]], '1-150'], [[[126, 2]], '1-150'], [[[132, 2]], '1-150']]",[],U,,"['FA', 'SP']",5.7,77.6
2.006,2,"['r', 'l']","[[[[33, 3], [93, 3], [122, 2]], '3-270']]","[[[[72, 2]], '1-375'], [[[74, 2]], '1-375'], [[[70, 2]], '1-375']]",[],U,,"['FA', 'SP']",5.7,44.6
2.007,2,"['b', 'l']","[[[[36, 3], [96, 3]], '10-250']]",[],"[[[[62, 6]], '3-050A'], [[[102, 6]], '3-050B'], [[[122, 6]], '3-050B'], [[[12, 6]], '3-050A'], [[[42, 6]], '3-050B'], [[[72, 6]], '3-050A']]",U,,['SP'],6,126.5
2.008,2,"['b', 'l']","[[[[9, 3], [69, 3]], '35-225']]",[],"[[[[32, 6]], '35-310'], [[[92, 6]], '35-310'], [[[42, 6]], '35-310'], [[[62, 6]], '35-308'], [[[72, 6]], '35-310'], [[[102, 6]], '35-310']]",U,,"['FA', 'SP']",5.6,61.6
2.00A,2,"['l', 'b']","[[[[43, 3], [103, 3]], '1-246']]",[],"[[[[72, 6]], 'N52-337']]",U,,['SP'],6.8,19.5
2.00B,2,['l'],"[[[[15, 3], [75, 3]], '10-250']]",[],[],U,,['SP'],6.4,89
2.00C,2,"['r', 'l']","[[[[14, 3], [74, 3]], '31-115']]","[[[[134, 2]], '31-115']]",[],U,"1.016, EC.746",['SP'],5.1,16
2.014,2,"['b', 'l']","[[[[130, 2]], 'NE45-202A']]",[],"[[[[132, 6]], 'NE45-202A']]",U,,['SP'],6.1,25
2.017,2,"['l', 'b']","[[[[36, 3], [96, 3]], '1-134']]",[],"[[[[72, 6]], 'NW98-100']]",U,1.015,['SP'],5.9,17.5
2.019,2,"['l', 'b']","[[[[130, 2]], 'NE45-202A']]",[],"[[[[132, 6]], 'NE45-202A']]",U,,['SP'],5,4
2.034,2,['l'],"[[[[43, 3], [103, 3]], '3-333']]",[],[],G,"1.685, 18.377",['SP'],6.3,5
2.065,2,['l'],"[[[[3, 3], [63, 3]], '5-134']]",[],[],U,,['SP'],5.8,28
2.066,2,['l'],"[[[[3, 3], [63, 3]], '5-134']]",[],[],G,,['SP'],5.8,28
2.071,2,"['l', 'r']","[[[[36, 3], [96, 3]], '5-233']]","[[[[134, 2]], '1-150']]",[],G,,['SP'],6.3,10.5
2.081,2,"['l', 'r']","[[[[10, 3], [70, 3]], '5-134']]","[[[[73, 2]], '5-134']]",[],G,16.23,['SP'],5.4,14
2.082,2,['l'],"[[[[43, 3], [103, 3]], '1-371']]",[],[],G,,['SP'],6.5,12.5
2.086,2,"['b', 'l']","[[[[8, 2], [68, 2]], '2-105']]",[],"[[[[102, 4]], '5-233'], [[[92, 4]], '3-442'], [[[122, 4]], '3-442'], [[[132, 4]], '5-233']]",U,,"['FA', 'SP']",5.4,91.8
2.12,2,"['b', 'l']","[[[[6, 3], [66, 3]], '1-190']]",[],"[[[[96, 4]], '5-007'], [[[122, 4]], '5-007'], [[[132, 4]], '5-007'], [[[100, 4]], '5-007'], [[[126, 4]], '5-007'], [[[104, 4]], '5-007']]",U,,['SP'],5.8,49.5
2.12,2,"['b', 'l']","[[[[6, 3], [66, 3]], '1-190']]",[],"[[[[104, 4]], '5-007'], [[[96, 4]], '5-007'], [[[132, 4]], '5-007'], [[[126, 4]], '5-007'], [[[100, 4]], '5-007'], [[[122, 4]], '5-007']]",G,,['SP'],5.8,49.5
2.121,2,['l'],"[[[[33, 3], [93, 3]], '3-333']]",[],[],U,,['SP'],0,0
2.122,2,['l'],"[[[[33, 3], [93, 3]], '3-333']]",[],[],G,,['SP'],6.2,22
2.131,2,"['b', 'l']","[[[[39, 3], [99, 3]], '3-370']]",[],"[[[[42, 2], [102, 2]], '3-370']]",G,,['SP'],5.8,31
2.14,2,"['b', 'l']","[[[[3, 3], [63, 3]], '3-370']]",[],"[[[[72, 6]], '1-004'], [[[102, 6]], '1-004'], [[[42, 6]], '1-004']]",U,,['SP'],6.3,36.5
2.14,2,"['b', 'l']","[[[[3, 3], [63, 3]], '3-370']]",[],"[[[[102, 6]], '1-004'], [[[72, 6]], '1-004'], [[[42, 6]], '1-004']]",G,,['SP'],6.3,36.5
2.18,2,['l'],"[[[[3, 3], [63, 3]], '4-265']]",[],[],G,6.557,['SP'],6.3,8
2.18,2,['l'],"[[[[3, 3], [63, 3]], '4-265']]",[],[],U,6.027,['SP'],6.3,8
2.183,2,['l'],"[[[[40, 3], [100, 3]], '5-234']]",[],[],G,9.34,['SP'],5.7,24
2.184,2,['l'],"[[[[40, 3], [100, 3]], '5-234']]",[],[],U,,['SP'],5.7,24
2.22,2,['l'],"[[[[33, 3], [93, 3]], '3-333']]",[],[],G,,['SP'],4.9,14.5
2.23,2,"['r', 'l']","[[[[15, 3], [75, 3]], '1-134']]","[[[[46, 2]], '1-132']]",[],G,,['SP'],6.1,16
2.25,2,['l'],"[[[[15, 3], [75, 3]], '1-371']]",[],[],G,"1.631, HST.537",['SP'],5.8,8
2.29,2,"['l', 'r']","[[[[36, 3], [96, 3]], '1-150']]","[[[[46, 2]], '1-150']]",[],G,,['SP'],6.6,23.5
2.29,2,"['l', 'r']","[[[[36, 3], [96, 3]], '1-150']]","[[[[46, 2]], '1-150']]",[],U,,['SP'],0,0
2.351,2,['l'],"[[[[40, 3]], 'E40-160']]",[],[],G,15.351,"['FA', 'SP']",6,26.3
2.37,2,"['l', 'r']","[[[[10, 3], [70, 3]], '3-333']]","[[[[132, 2]], '3-333']]",[],G,,['SP'],6,18
2.37,2,"['l', 'r']","[[[[10, 3], [70, 3]], '3-333']]","[[[[132, 2]], '3-333']]",[],U,,['SP'],6,18
2.55,2,"['r', 'l']","[[[[36, 3], [96, 3]], '3-333']]","[[[[134, 2]], '5-217']]",[],G,,['SP'],5.2,17
2.57,2,['l'],"[[[[33, 3], [93, 3]], '3-370']]",[],[],G,,['SP'],5.4,15
2.57,2,['l'],"[[[[33, 3], [93, 3]], '3-370']]",[],[],U,,['SP'],5.4,15
2.6,2,['l'],"[[[[9, 4], [69, 4]], '3-133']]",[],[],U,10.39,['SP'],5.6,27
2.62,2,['l'],"[[[[9, 4], [69, 4]], '3-133']]",[],[],G,"10.392, 22.40",['SP'],5.6,27
2.651,2,"['b', 'l']","[[[[10, 3], [70, 3]], 'N51-310']]",[],"[[[[130, 4]], 'N51-310']]",U,EC.711,['SP'],6,9.5
2.67,2,[],[],[],[],U,,"['FA', 'JA', 'SP']",6.3,68
2.671,2,"['b', 'l']","[[[[39, 3], [99, 3]], '3-270']]",[],"[[[[72, 6]], '3-038'], [[[42, 6]], '3-038'], [[[92, 6]], '3-038'], [[[122, 6]], '3-038'], [[[12, 6]], '3-038'], [[[102, 6]], '3-038'], [[[132, 6]], '3-038']]",U,,"['FA', 'SP']",5.2,81.4
2.673,2,['l'],"[[[[38, 2], [98, 2], [128, 2]], '4-237']]",[],[],U,20.309,"['FA', 'SP']",6,27.8
2.674,2,"['b', 'l']","[[[[40, 2]], '3-133']]",[],"[[[[122, 6]], '5-026'], [[[130, 6]], '5-026'], [[[100, 6]], '5-026'], [[[92, 6]], '5-026']]",U,,['SP'],6.2,8
2.678,2,"['b', 'l']","[[[[10, 2], [70, 2]], '3-370']]",[],"[[[[126, 4]], '3-062A'], [[[132, 4]], '3-062A'], [[[98, 4]], '3-062A'], [[[92, 4]], '3-062A'], [[[74, 4]], '3-062A'], [[[104, 4]], '3-062A']]",U,,"['FA', 'SP']",6.3,70.4
2.679,2,"['b', 'l']","[[[[4, 2], [64, 2]], '1-150']]",[],"[[[[36, 4]], '3-062B'], [[[42, 4]], '3-062B']]",U,,['SP'],0,0
2.68,2,"['l', 'b']","[[[[41, 2], [101, 2]], 'NE45-202A']]",[],"[[[[33, 6], [93, 6]], 'NE45-202A']]",G,,['SP'],6.8,10
2.688,2,"['b', 'l']","[[[[40, 3], [95, 3]], '54-821']]",[],"[[[[100, 6]], 'CAMPUS']]",G,,['SP'],5.1,8.3
2.702,2,['l'],"[[[[40, 3], [100, 3]], '1-134']]",[],[],G,,['SP'],6.2,12
2.704,2,[],[],[],[],G,,"['JA', 'SP']",6.2,12
2.705,2,['l'],"[[[[126, 4]], '1-371']]",[],[],G,,"['FA', 'SP']",6,9.6
2.72,2,"['l', 'b']","[[[[6, 3], [66, 3]], '3-442']]",[],"[[[[0, 6]], '35-310'], [[[12, 6]], '35-310']]",U,,['SP'],6.6,31
2.72,2,"['l', 'b']","[[[[6, 3], [66, 3]], '3-442']]",[],"[[[[0, 6]], '35-310'], [[[12, 6]], '35-310']]",G,,['SP'],6.6,31
2.722,2,['l'],"[[[[45, 3], [105, 3]], 'N51-310']]",[],[],U,EC.720,['SP'],5.8,27.5
2.7231,2,['l'],"[[[[22, 4]], '32-124']]",[],[],U,"6.9021, 16.6621","['FA', 'SP']",0,0
2.723A,2,['l'],"[[[[26, 2]], '32-141'], [[[22, 4]], '32-141']]",[],[],U,,"['FA', 'SP']",0,0
2.723B,2,['l'],"[[[[26, 2]], '32-141'], [[[22, 4]], '32-141']]",[],[],U,,"['FA', 'SP']",0,0
2.734,2,"['b', 'l']","[[[[130, 2]], 'NE45-202A']]",[],"[[[[132, 6]], 'NE45-202A']]",G,,['SP'],6.1,25
2.739,2,"['l', 'b']","[[[[40, 3], [100, 3]], 'E62-276']]",[],"[[[[43, 3], [103, 3]], 'E62-233']]",G,15.783,['SP'],5.4,48.5
2.75,2,['l'],"[[[[10, 3], [70, 3]], '3-270']]",[],[],G,"6.525, HST.552",['SP'],5.3,39.3
2.75,2,['l'],"[[[[10, 3], [70, 3]], '3-270']]",[],[],U,6.025,['SP'],5.3,39.3
2.782,2,['l'],"[[[[36, 3], [96, 3]], '5-134']]",[],[],G,HST.524,['SP'],5.2,19
2.791,2,"['l', 'r']","[[[[6, 3], [66, 3]], '32-144']]","[[[[46, 2]], '66-160'], [[[38, 2]], '66-160']]",[],U,"6.021, 9.21, 20.370",['SP'],5.8,28
2.792,2,"['r', 'l']","[[[[33, 3], [93, 3]], '32-124']]","[[[[70, 2]], 'E25-117'], [[[72, 2]], 'E25-117']]",[],U,"6.022, HST.542",['SP'],6.8,23.5
2.793,2,"['l', 'r']","[[[[6, 2], [66, 2], [126, 2]], '4-163']]","[[[[68, 2]], '56-169'], [[[64, 2]], '56-180'], [[[34, 2]], '56-167'], [[[46, 2]], '56-180'], [[[98, 2]], '66-160']]",[],U,"6.023, 20.330",['SP'],6.2,52
2.794,2,['l'],"[[[[6, 3], [66, 3]], '32-144']]",[],[],G,"6.521, 9.021, 20.470, HST.541",['SP'],5.8,28
2.796,2,"['r', 'l']","[[[[33, 3], [93, 3]], '32-124']]","[[[[132, 2]], 'E25-111'], [[[130, 2]], 'E25-111']]",[],G,6.522,['SP'],6.8,23.5
2.797,2,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],U,"3.053, 6.024, 20.310",['SP'],6.4,14
2.798,2,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],G,"3.971, 6.524, 10.537, 20.410","['FA', 'SP']",0,0
2.821,2,"['r', 'l']","[[[[2, 2], [62, 2], [122, 2]], '4-145']]","[[[[32, 2], [92, 2]], '4-145']]",[],G,3.371,"['FA', 'SU', 'SP']",6.3,24.8
2.832,2,['l'],"[[[[10, 3], [70, 3]], '35-308']]",[],[],G,,['SP'],0,0
2.888,2,['l'],"[[[[17, 4]], '1-390']]",[],[],G,,['SP'],4,20
2.89,2,['l'],"[[[[16, 4]], 'E62-223']]",[],[],G,"10.792, 15.792, 16.985","['FA', 'SP']",4.5,49.8
2.9,2,['l'],"[[[[14, 4]], '66-148'], [[[82, 4]], '2-151'], [[[74, 4]], '66-148'], [[[44, 4]], '66-148']]",[],[],U,,"['FA', 'SP']",6.2,56.2
2.907,2,"['l', 'b']","[[[[44, 4]], '4-261']]",[],"[[[[123, 6]], '4-261']]",G,"10.807, 15.371","['FA', 'SP']",0,0
2.912,2,['l'],"[[[[3, 3], [63, 3]], '9-354']]",[],[],U,"3.085, 15.373",['SP'],5.6,29.5
2.916,2,['l'],"[[[[10, 3], [70, 3]], '66-168']]",[],[],G,10.407,['SP'],6.7,28
2.979,2,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
2.98,2,"['l', 'r']","[[[[40, 3], [100, 3]], 'N52-337']]","[[[[43, 3]], 'N52-337']]",[],G,,"['FA', 'SP']",5.7,22.7
2.98,2,"['l', 'r']","[[[[40, 3], [100, 3]], 'N52-337']]","[[[[43, 3]], 'N52-337']]",[],U,,"['FA', 'SP']",5.7,22.7
2.99,2,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
2.99,2,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
2.993,2,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
2.994,2,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
2.996,2,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
2.999,2,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
2.C01,2,['l'],"[[[[126, 2]], '3-370']]",[],[],U,,['SP'],0,0
2.C51,2,['l'],"[[[[126, 2]], '3-370']]",[],[],G,,['SP'],0,0
2.EPE,2,[],[],[],[],U,,"['FA', 'SP']",0,0
2.S007,2,"['l', 'b', 'r']","[[[[36, 3], [96, 3]], '10-250']]","[[[[42, 2]], '33-422'], [[[72, 2]], '33-422']]","[[[[74, 4]], '17-130'], [[[44, 4]], '17-130']]",U,,['SP'],4.8,21
2.S372,2,['l'],"[[[[72, 6]], '5-233']]",[],[],G,,['SP'],0,0
2.S972,2,['l'],"[[[[132, 4]], '4-153']]",[],[],U,,"['FA', 'SP']",5.9,18.5
2.S974,2,[],[],[],[],U,,['SP'],7,7
2.S981,2,"['r', 'l']","[[[[10, 4], [94, 2]], '1-150']]","[[[[14, 2]], '1-246']]",[],G,,['SP'],4,3
2.S982,2,['l'],"[[[[42, 4], [102, 4]], '1-150']]",[],[],G,,['SP'],6.2,8
2.S987,2,['l'],"[[[[33, 3], [93, 3]], '1-134']]",[],[],G,,['SP'],0,0
2.S988,2,[],[],[],[],G,,['SP'],0,0
2.S990,2,['l'],"[[[[66, 3]], '1-150']]",[],[],G,,['SP'],5.7,6
2.S991,2,[],[],[],[],U,,['SP'],4.5,15
2.S994,2,[],[],[],[],U,,['SP'],6.8,14.5
2.S996,2,[],[],[],[],G,,"['FA', 'SP']",0,0
2.S997,2,['l'],"[[[[46, 3]], '3-442']]",[],[],G,,['SP'],5.3,16
2.S999,2,[],[],[],[],G,,"['FA', 'SP']",6,8.5
2.THG,2,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6.4,445.2
2.THU,2,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
2.UR,2,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
2.URG,2,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
20.005,20,['l'],"[[[[14, 4]], '66-148'], [[[74, 4]], '66-148'], [[[44, 4]], '66-148'], [[[82, 4]], '2-151']]",[],[],U,,"['FA', 'SP']",6.4,61
20.051,20,['l'],"[[[[76, 2], [136, 2]], '4-153']]",[],[],U,,"['FA', 'SP']",5.6,21.7
20.054,20,['l'],"[[[[22, 2], [130, 2]], '56-162']]",[],[],U,,"['FA', 'SP']",0,0
20.104,20,['l'],"[[[[40, 3], [100, 3]], '56-162']]",[],[],U,1.081,['SP'],6.5,2
20.109,20,"['b', 'l']","[[[[36, 2], [96, 2]], '1-390']]",[],"[[[[40, 8], [100, 8]], '56-322'], [[[70, 8], [130, 8]], '56-322']]",U,,"['FA', 'SP']",6,24.6
20.129,20,"['b', 'l']","[[[[8, 3], [68, 3]], '68-121']]",[],"[[[[11, 7], [71, 7]], '68-089']]",U,6.129,['SP'],6,16.5
20.2,20,['l'],"[[[[128, 2]], '32-155']]",[],[],G,,"['FA', 'SP']",0,0
20.201,20,"['l', 'r']","[[[[11, 3], [71, 3]], '56-614']]","[[[[131, 2]], '56-614']]",[],G,,"['FA', 'SP']",6,17.2
20.205,20,['l'],"[[[[124, 6]], '4-257']]",[],[],U,9.26,['SP'],6.3,10
20.213,20,['l'],"[[[[2, 4], [62, 4]], '56-167']]",[],[],U,,['SP'],6.8,4
20.219,20,[],[],[],[],G,,"['FA', 'SP']",0,0
20.23,20,"['r', 'l']","[[[[3, 3], [63, 3]], '4-370']]","[[[[106, 2]], '66-160'], [[[82, 2]], '66-168'], [[[68, 2]], '56-167']]",[],U,7.23,['SP'],5.5,69
20.26,20,['l'],"[[[[40, 4], [100, 4]], '16-220']]",[],[],U,,['SP'],6.3,9.5
20.265,20,['l'],"[[[[44, 3], [104, 3]], '4-153']]",[],[],U,,['SP'],0,0
20.309,20,['l'],"[[[[38, 2], [98, 2], [128, 2]], '4-237']]",[],[],U,2.673,"['FA', 'SP']",6,27.8
20.31,20,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],U,"2.797, 3.053, 6.024",['SP'],6.4,14
20.33,20,"['r', 'l']","[[[[6, 2], [66, 2], [126, 2]], '4-163']]","[[[[64, 2]], '56-180'], [[[34, 2]], '56-167'], [[[46, 2]], '56-180'], [[[98, 2]], '66-160'], [[[68, 2]], '56-169']]",[],U,"2.793, 6.023",['SP'],6.2,52
20.365,20,['l'],"[[[[40, 3], [100, 3]], '56-614']]",[],[],U,,['SP'],6.3,18
20.37,20,"['l', 'r']","[[[[6, 3], [66, 3]], '32-144']]","[[[[46, 2]], '66-160'], [[[38, 2]], '66-160']]",[],U,"2.791, 6.021, 9.21",['SP'],5.8,28
20.38,20,['l'],"[[[[32, 6], [92, 6]], '56-614']]",[],[],U,,"['FA', 'SP']",5.7,23
20.381,20,[],[],[],[],U,,['SP'],6.5,4
20.409,20,['l'],"[[[[38, 2], [98, 2], [128, 2]], '4-237']]",[],[],G,,"['FA', 'SP']",6,27.8
20.41,20,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],G,"2.798, 3.971, 6.524, 10.537","['FA', 'SP']",0,0
20.44,20,['l'],"[[[[12, 3], [72, 3], [133, 2]], '32-124']]",[],[],G,,['SP'],5.2,34
20.46,20,['l'],"[[[[40, 4], [100, 4]], '16-220']]",[],[],G,,['SP'],0,0
20.465,20,['l'],"[[[[40, 3], [100, 3]], '56-614']]",[],[],G,,['SP'],6.3,18
20.47,20,['l'],"[[[[6, 3], [66, 3]], '32-144']]",[],[],G,"2.794, 6.521, 9.021, HST.541",['SP'],5.8,28
20.535,20,['l'],"[[[[33, 3], [93, 3]], '66-154']]",[],[],G,10.535,['SP'],0,0
20.586,20,"['r', 'l']","[[[[104, 6]], 'WI-AUDITORIUM']]","[[[[46, 2]], '68-180'], [[[48, 2]], '68-180']]",[],G,"7.546, 15.480",['SP'],6.2,58.5
20.63,20,"['r', 'l']","[[[[3, 3], [63, 3]], '4-370']]","[[[[68, 2]], '56-167'], [[[82, 2]], '66-168'], [[[106, 2]], '66-160']]",[],G,7.63,['SP'],5.5,69
20.902,20,[],[],[],[],U,,"['FA', 'SP']",0,0
20.903,20,[],[],[],[],U,,"['FA', 'SU', 'SP']",0,0
20.92,20,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
20.95,20,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
20.951,20,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
20.96,20,[],[],[],[],G,,"['FA', 'SP']",0,0
20.BME,20,[],[],[],[],U,,"['FA', 'SP']",0,0
20.C01,20,['l'],"[[[[126, 2]], '4-237']]",[],[],U,"3.C01, 10.C01",['SP'],0,0
20.C51,20,['l'],"[[[[126, 2]], '4-237']]",[],[],G,"3.C51, 10.C51",['SP'],0,0
20.EPE,20,[],[],[],[],U,,"['FA', 'SP']",0,0
20.S900,20,[],[],[],[],U,,"['FA', 'SU', 'SP']",6.9,18
20.S901,20,[],[],[],[],U,,"['FA', 'SP']",6.3,9
20.S940,20,[],[],[],[],U,,"['FA', 'SP']",0,0
20.S947,20,[],[],[],[],G,,"['FA', 'SP']",0,0
20.S948,20,[],[],[],[],G,,"['FA', 'SP']",7,1.5
20.S949,20,[],[],[],[],G,,"['FA', 'SP']",0,0
20.S952,20,['l'],"[[[[106, 4]], '32-155']]",[],[],G,,"['FA', 'SP']",0,0
20.THG,20,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",4.5,72.5
20.THU,20,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
20.UR,20,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
20.URG,20,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21.THT,21,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
21.THU,21,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21.UR,21,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21.URG,21,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.00,21A,['l'],"[[[[36, 3], [96, 3]], '66-168']]",[],[],U,,['SP'],6.5,24
21A.132,21A,['l'],"[[[[43, 3], [103, 3]], '14N-325']]",[],[],U,21G.058,['SP'],6.4,11
21A.141,21A,['l'],"[[[[92, 6]], '1-277']]",[],[],U,"21G.048, WGS.274",['SP'],6.6,12
21A.151,21A,['l'],"[[[[10, 3], [70, 3]], '1-273']]",[],[],U,,['SP'],0,0
21A.157,21A,['l'],"[[[[40, 3], [100, 3]], '1-190']]",[],[],U,,['SP'],6.2,46
21A.301,21A,['l'],"[[[[52, 3], [112, 3]], '32-144']]",[],[],U,,['SP'],6.5,30
21A.303,21A,['l'],"[[[[70, 6]], '1-379']]",[],[],U,STS.060,['SP'],0,0
21A.407,21A,['l'],"[[[[52, 6]], '1-135']]",[],[],U,"21G.057, STS.022, WGS.275",['SP'],0,0
21A.410,21A,['l'],"[[[[112, 6]], '66-168']]",[],[],U,,['SP'],6.2,24
21A.500,21A,['l'],"[[[[44, 4]], '66-168']]",[],[],U,STS.075,"['FA', 'SP']",6,49.3
21A.505,21A,['l'],"[[[[100, 6]], '66-160']]",[],[],U,STS.065,['SP'],7,4
21A.550,21A,"['l', 'b']","[[[[70, 6]], 'E53-354']]",[],"[[[[130, 6]], 'E53-354']]",U,STS.064,['SP'],7,7
21A.559,21A,"['l', 'b']","[[[[70, 6]], 'E53-354']]",[],"[[[[130, 6]], 'E53-354']]",G,,['SP'],7,7
21A.809,21A,['l'],"[[[[122, 6]], 'E53-354']]",[],[],G,,['SP'],6.4,10
21A.901,21A,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.902,21A,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.929,21A,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.939,21A,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.949,21A,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.950,21A,[],[],[],[],G,,"['FA', 'SP']",0,0
21A.S01,21A,['l'],"[[[[82, 6]], '4-146']]",[],[],U,,"['FA', 'JA', 'SP']",6.2,8
21A.THT,21A,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.THU,21A,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.UR,21A,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21A.URG,21A,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
21G.011,21G,['l'],"[[[[82, 6]], '16-668']]",[],[],U,,['SP'],6.2,19
21G.015,21G,['l'],"[[[[106, 2]], 'GYM']]",[],[],U,,['SP'],0,0
21G.042,21G,['l'],"[[[[40, 3], [100, 3]], '14E-310']]",[],[],U,21H.352,['SP'],0,0
21G.048,21G,['l'],"[[[[92, 6]], '1-277']]",[],[],U,"21A.141, WGS.274",['SP'],6.6,12
21G.054,21G,['l'],"[[[[42, 3], [102, 3]], '4-253']]",[],[],U,21H.241,['SP'],6,11
21G.057,21G,['l'],"[[[[52, 6]], '1-135']]",[],[],U,"21A.407, STS.022, WGS.275",['SP'],6,13
21G.058,21G,['l'],"[[[[43, 3], [103, 3]], '14N-325']]",[],[],U,21A.132,['SP'],6.5,9.5
21G.067,21G,['l'],"[[[[45, 3], [105, 3]], '14E-310']]",[],[],U,CMS.351,['SP'],6.5,20
21G.070,21G,['l'],"[[[[22, 6]], '4-253']]",[],[],U,CMS.355,['SP'],6.2,16.5
21G.087,21G,['l'],"[[[[43, 3], [103, 3]], '1-379']]",[],[],U,21H.144,['SP'],0,0
21G.102,21G,['l'],"[[[[10, 2], [40, 2], [100, 2], [130, 2]], '14N-325'], [[[14, 2], [44, 2], [104, 2], [134, 2]], '16-645'], [[[8, 2], [38, 2], [98, 2], [128, 2]], '14E-310'], [[[4, 2], [34, 2], [94, 2], [124, 2]], '16-676']]",[],[],U,,['SP'],6.8,45.5
21G.104,21G,['l'],"[[[[2, 2], [32, 2], [92, 2], [122, 2]], '16-668'], [[[8, 2], [38, 2], [98, 2], [128, 2]], '16-654'], [[[12, 2], [42, 2], [102, 2], [132, 2]], '14N-225']]",[],[],U,,['SP'],6.6,32
21G.106,21G,['l'],"[[[[4, 2], [64, 2], [124, 2]], '16-668']]",[],[],U,,['SP'],6.6,11
21G.108,21G,['l'],"[[[[8, 2], [68, 2], [128, 2]], '14N-325'], [[[4, 2], [64, 2], [124, 2]], '14N-225']]",[],[],U,,['SP'],6.8,26
21G.110,21G,['l'],"[[[[8, 2], [68, 2], [128, 2]], '1-135'], [[[4, 2], [64, 2], [124, 2]], '16-644']]",[],[],U,,['SP'],6.8,20.5
21G.120,21G,['l'],"[[[[10, 2], [70, 2], [130, 2]], '16-676'], [[[12, 2], [72, 2], [132, 2]], '16-676']]",[],[],U,,['SP'],6.8,10
21G.152,21G,['l'],"[[[[10, 2], [40, 2], [100, 2], [130, 2]], '14N-325'], [[[4, 2], [34, 2], [94, 2], [124, 2]], '16-676'], [[[14, 2], [44, 2], [104, 2], [134, 2]], '16-645'], [[[8, 2], [38, 2], [98, 2], [128, 2]], '14E-310']]",[],[],G,,['SP'],6.8,45.5
